LG10_#173_117.104060091949cM_46796,*
LG10_#172_117.104059991949cM_2813,*
LG10_#175_117.806328499746cM_13659,*
LG10_#174_117.806328399746cM_6622,*
LG10_#177_118.501569557581cM_18155,*
LG10_#176_118.501569457581cM_27452,*
LG10_#179_118.940581217529cM_43913,*
LG10_#178_118.940581117529cM_20780,*
LG10_#181_121.585760471717cM_12515,*
LG10_#180_120.86582762602cM_26611,*
LG10_#183_121.585760671717cM_39596,*
LG10_#182_121.585760571717cM_33718,*
LG10_#184_121.585760771717cM_34535,*
LG10_#187_121.585761071717cM_9697,LG10_#142_69.7776512695821cM_53790
LG10_#185_121.585760871717cM_30201,*
LG10_#188_121.585761171717cM_30142,LG10_#147_89.8552091221435cM_41279
LG10_#189_121.585761271717cM_22566,*
LG10_#186_121.585760971717cM_12390,*
LG10_#191_121.585761471717cM_31209,*
LG10_#192_121.585761571717cM_4380,*
LG10_#193_121.585761671717cM_29339,*
LG10_#190_121.585761371717cM_41359,*
LG10_#194_121.585761771717cM_11254,LG10_#285_99.3845054798964cM_19659
LG10_#197_121.585762071717cM_37364,LG10_#309_102.237417551271cM_49165
LG10_#196_121.585761971717cM_4143,*
LG10_#195_121.585761871717cM_10557,*
LG10_#199_122.28751178129cM_24254,LG10_#149_89.8552093221436cM_12047
LG10_#200_122.28751188129cM_18848,LG10_#167_92.5951253964538cM_30623
LG10_#202_122.989405902609cM_16557,LG10_#203_94.3750278713895cM_14329
LG10_#198_121.585762171717cM_41438,*
LG10_#203_122.989406002609cM_26127,*
LG10_#205_122.989406202609cM_28550,LG10_#256_96.6457902688703cM_10932
LG10_#206_122.989406302609cM_13352,LG10_#280_99.1468035700594cM_4887
LG10_#204_122.989406102609cM_7179,LG10_#184_93.6163542806805cM_31199
LG10_#201_122.28751198129cM_16802,*
LG10_#208_122.989406502609cM_16317,LG10_#241_95.6321921722744cM_24655
LG10_#209_123.683413304999cM_791,LG10_#177_93.1172062999405cM_45247
LG10_#210_123.683413404999cM_3225,LG10_#229_95.1335984626179cM_38361
LG10_#207_122.989406402609cM_45099,*
LG10_#212_123.683413604999cM_16815,LG10_#299_99.6222082160422cM_49518
LG10_#214_124.377425053861cM_25787,LG10_#222_94.8955768644055cM_341
LG10_#215_124.377425153861cM_15855,LG10_#244_95.6321924722744cM_12885
LG10_#216_124.377425253861cM_40980,LG10_#227_94.8955773644055cM_42424
LG10_#211_123.683413504999cM_47087,*
LG10_#218_124.377425453861cM_30347,LG10_#231_95.1335986626179cM_30664
LG10_#219_124.377425553861cM_24136,LG10_#305_101.457720271264cM_26281
LG10_#217_124.377425353861cM_29906,*
LG10_#220_125.079092763544cM_21168,LG10_#135_67.4366172863365cM_49907
LG10_#213_123.683413704999cM_16733,*
LG10_#222_125.079092963544cM_28074,LG10_#233_95.3716380103823cM_54342
LG10_#223_125.079093063544cM_38754,LG10_#212_94.6354756074757cM_37141
LG10_#225_125.780758967806cM_3961,LG10_#246_95.8873964068755cM_37176
LG10_#226_125.780759067806cM_12623,LG10_#282_99.1468037700594cM_36661
LG10_#227_125.780759167806cM_12331,LG10_#234_95.3716381103823cM_43167
LG10_#228_125.780759267806cM_13858,LG10_#243_95.6321923722744cM_29877
LG10_#221_125.079092863544cM_22988,*
LG10_#229_125.780759367806cM_24283,*
LG10_#224_125.780758867806cM_4049,*
LG10_#231_125.780759567806cM_29666,LG10_#290_99.6222073160422cM_11292
LG10_#230_125.780759467806cM_8877,LG10_#188_93.8547892633167cM_2416
LG10_#232_125.780759667806cM_34841,LG10_#209_94.3750284713895cM_38519
LG10_#235_126.485411423779cM_27816,LG10_#258_96.8961515821491cM_38274
LG10_#234_125.780759867806cM_44692,LG10_#193_93.8547897633167cM_1085
LG10_#233_125.780759767806cM_24843,*
LG10_#237_126.485411623779cM_28625,LG10_#259_97.1346128024511cM_2084
LG10_#238_126.485411723779cM_4544,*
LG10_#240_131.613202352777cM_39359,*
LG10_#241_132.382220634793cM_22846,*
LG10_#239_129.542247413866cM_11818,*
LG10_#243_134.880691894518cM_8324,LG10_#320_105.923341500586cM_2187
LG10_#242_133.577657832311cM_37485,*
LG10_#244_134.880691994518cM_32990,LG10_#313_104.103197282767cM_19525
LG10_#236_126.485411523779cM_27436,LG10_#249_96.1433403456743cM_30542
LG10_#245_134.880692094518cM_8212,LG10_#318_105.417378132498cM_19881
LG10_#248_138.018326872992cM_32688,LG10_#144_78.7927902308438cM_40
LG10_#249_138.018326972992cM_9004,*
LG10_#246_136.738829522579cM_31831,*
LG10_#250_139.300702089172cM_28284,*
LG10_#247_136.738829622579cM_8489,*
LG10_#252_150.344742582035cM_20998,*
LG10_#251_147.643011179685cM_1942,*
LG10_#253_150.344742682035cM_14258,*
LG10_#254_153.242960350834cM_33955,*
LG10_#256_154.458796823237cM_32555,LG10_#324_121.268912030259cM_8392
LG10_#258_156.748482230687cM_29817,LG10_#145_80.7434342268312cM_53908
LG10_#259_156.748482330687cM_20293,LG10_#322_117.37348786327cM_30168
LG10_#257_154.458796923237cM_24527,*
LG10_#261_158.894207595126cM_13039,LG10_#325_121.568226707333cM_48122
LG10_#255_153.242960450834cM_38519,*
LG10_#262_161.126138402097cM_26831,LG10_#330_126.54885134706cM_11440
LG10_#264_161.126138602097cM_43331,LG10_#331_127.628401053189cM_2699
LG10_#263_161.126138502097cM_15636,LG10_#327_124.394157500979cM_20096
LG10_#265_161.126138702097cM_10784,LG10_#328_124.394157600979cM_46615
LG10_#266_161.126138802097cM_6538,LG10_#329_126.54885124706cM_8188
LG10_#267_164.322134007031cM_37131,*
LG10_#269_167.814716333904cM_6883,LG10_#335_130.332573325989cM_3250
LG10_#260_156.748482430687cM_11585,*
LG10_#270_170.414361936181cM_41360,*
LG10_#268_164.322134107031cM_30911,*
LG10_#272_170.414362136181cM_4330,LG10_#339_135.828912745865cM_25502
LG10_#274_171.72977833003cM_12904,*
LG10_#275_173.226900664152cM_15391,*
LG10_#271_170.414362036181cM_2928,*
LG10_#276_174.010285313886cM_39207,LG10_#338_135.479071247052cM_47377
LG10_#273_170.414362236181cM_29100,*
LG10_#278_177.842296152085cM_15576,*
LG10_#280_178.588580634985cM_17235,*
LG10_#277_177.842296052085cM_36567,*
LG10_#279_178.588580534985cM_26477,*
LG10_#282_181.895730265919cM_9871,*
LG10_#281_179.307747135607cM_10640,*
LG10_#284_183.548886345602cM_33090,LG10_#344_140.148357941312cM_22935
LG10_#286_187.396429646656cM_38703,LG10_#350_159.887273866868cM_7608
LG10_#285_184.391738667905cM_20862,*
LG10_#288_187.396429846656cM_18150,*
LG10_#287_187.396429746656cM_25009,*
LG10_#283_183.548886245602cM_9705,*
LG10_#289_188.125467474149cM_40398,*
LG10_#290_188.791856577308cM_37058,*
LG10_#292_191.059622625186cM_40930,*
LG10_#291_190.229065339557cM_21845,*
LG10_#294_191.89475715859cM_1784,*
LG10_#296_195.261420194389cM_26913,LG10_#359_169.188889156475cM_28035
LG10_#293_191.89475705859cM_32446,*
LG10_#295_195.261420094389cM_39834,*
LG10_#297_196.598114064618cM_26042,*
LG10_#300_196.598114364618cM_39843,LG10_#363_169.188889556475cM_53483
LG10_#301_197.060874170187cM_27482,LG10_#362_169.188889456475cM_3599
LG10_#302_197.73034577778cM_8264,LG10_#355_167.671523032323cM_24458
LG10_#298_196.598114164618cM_12655,*
LG10_#299_196.598114264618cM_994,*
LG10_#303_198.639880865565cM_32443,*
LG10_#304_200.833864664904cM_45642,*
LG10_#305_200.833864764904cM_46569,*
LG10_#306_200.833864864904cM_35115,*
LG10_#309_202.870798086129cM_25340,*
LG10_#307_201.571402249591cM_31578,*
LG10_#310_204.258993778984cM_24642,*
LG10_#312_205.15788826326cM_36083,LG10_#354_166.97045430255cM_19883
LG10_#311_205.15788816326cM_41270,LG10_#358_168.926080873204cM_40500
LG10_#308_202.869765411518cM_11181,*
LG10_#313_205.467486323105cM_22789,LG10_#369_171.090108699966cM_23761
LG10_#314_205.713161357071cM_14231,LG10_#352_164.613359750654cM_54692
LG10_#316_206.91256891179cM_20911,*
LG11_#1_0cM_6651,LG11_#14_2.78245352337938cM_4262
LG10_#315_206.91256881179cM_3463,*
LG11_#2_1.2023211981399cM_46848,*
LG11_#4_2.74659217873112cM_28141,LG11_#25_3.09861711920561cM_51935
LG10_#317_212.50930384874cM_38463,*
LG11_#5_2.74659227873112cM_21079,*
LG11_#3_2.27784752404573cM_5805,*
LG11_#7_2.74659247873113cM_16326,*
LG11_#6_2.74659237873113cM_1081,*
LG11_#8_2.74659257873113cM_40880,*
LG11_#9_4.10137225253726cM_21672,*
LG11_#12_6.13452498571302cM_3208,*
LG11_#10_4.10137235253726cM_41413,*
LG11_#11_6.13452488571302cM_11656,*
LG11_#13_6.13452508571302cM_24252,*
LG11_#16_9.72257030013958cM_8862,*
LG11_#17_9.72257040013958cM_24715,LG11_#13_2.78245342337937cM_6227
LG11_#15_9.72257020013958cM_38875,*
LG11_#18_9.72257050013959cM_2136,LG11_#21_2.7824542233794cM_782
LG11_#20_10.4215810579566cM_4565,LG11_#9_2.51988154036404cM_49560
LG11_#19_9.72257060013959cM_7517,LG11_#17_2.78245382337939cM_4442
LG11_#14_8.84863908357013cM_7867,*
LG11_#21_10.4215811579566cM_40971,LG11_#22_2.7824543233794cM_27435
LG11_#24_14.4579393737346cM_13539,LG11_#40_8.6073579339681cM_544
LG11_#22_11.1346096346847cM_10229,LG11_#24_3.00652938855064cM_11797
LG11_#23_11.9866509411485cM_1691,LG11_#35_7.81114483492054cM_15489
LG11_#25_14.4579394737346cM_14015,LG11_#37_8.60735763396809cM_30335
LG11_#28_15.1195699623225cM_27759,LG11_#38_8.60735773396809cM_47499
LG11_#27_15.1195698623225cM_35268,LG11_#33_7.81114463492053cM_8894
LG11_#29_15.1195700623225cM_40964,LG11_#39_8.6073578339681cM_13051
LG11_#30_15.1195701623225cM_4771,LG11_#41_8.6073580339681cM_46092
LG11_#31_15.8262672354009cM_30926,*
LG11_#26_15.1195697623224cM_30747,*
LG11_#34_18.7534991421189cM_17665,LG11_#45_10.7959361068406cM_1238
LG11_#33_15.8262674354009cM_4310,*
LG11_#32_15.8262673354009cM_8823,*
LG11_#35_18.7534992421189cM_40788,LG11_#46_10.7959362068406cM_13489
LG11_#36_18.7534993421189cM_5666,LG11_#44_10.7959360068406cM_52101
LG11_#37_19.4619559573414cM_34047,LG11_#47_10.7959363068406cM_50205
LG11_#40_21.6368937188552cM_4405,LG11_#53_13.1787033263444cM_38178
LG11_#39_21.6368936188552cM_13368,*
LG11_#41_21.6368938188552cM_3833,*
LG11_#42_22.9507049085741cM_20275,LG11_#52_12.9149095440179cM_20608
LG11_#44_25.0912807650652cM_33213,*
LG11_#45_25.0912808650652cM_37233,LG11_#48_11.8560324052966cM_6083
LG11_#46_26.2810579660102cM_2343,LG11_#58_15.217324488599cM_21308
LG11_#43_22.9507050085741cM_9842,*
LG11_#38_19.4619560573414cM_7387,*
LG11_#47_27.9553559460632cM_27079,*
LG11_#49_28.6788086059044cM_44904,*
LG11_#48_27.9553560460632cM_11694,*
LG11_#50_30.1384287083866cM_33840,*
LG11_#53_30.9627160274815cM_32482,*
LG11_#51_30.9627158274815cM_35352,*
LG11_#52_30.9627159274815cM_33461,*
LG11_#54_31.4282982673509cM_18472,*
LG11_#56_31.4282984673509cM_17994,LG11_#68_21.654863531743cM_19536
LG11_#57_32.1545040836194cM_37269,LG11_#79_23.769158159551cM_5610
LG11_#55_31.4282983673509cM_38455,*
LG11_#59_34.2022255312515cM_10017,*
LG11_#60_34.2022256312515cM_3809,LG11_#80_23.769158259551cM_23109
LG11_#61_35.7430905739707cM_19326,LG11_#65_20.1408741632579cM_18916
LG11_#58_32.1545041836194cM_37883,*
LG11_#62_36.5703175319753cM_24887,LG11_#75_23.5238225720184cM_46621
LG11_#65_41.2786579220775cM_16332,LG11_#121_31.6076086077487cM_11671
LG11_#64_41.2786578220775cM_26927,LG11_#99_28.9818869471553cM_12095
LG11_#67_41.2786581220776cM_11612,LG11_#96_28.9818866471553cM_11845
LG11_#66_41.2786580220776cM_11238,*
LG11_#63_38.1834033598983cM_42194,*
LG11_#70_42.706021163021cM_43258,LG11_#109_30.2918631967116cM_27498
LG11_#69_42.706021063021cM_27210,*
LG11_#71_42.706021263021cM_30943,LG11_#104_29.7693912906816cM_2092
LG11_#73_43.4139733512636cM_40477,LG11_#97_28.9818867471553cM_10296
LG11_#68_41.2786582220776cM_40474,*
LG11_#72_43.4139732512636cM_34096,*
LG11_#74_43.4139734512636cM_21897,LG11_#100_28.9818870471553cM_29176
LG11_#76_44.1331546005102cM_19998,LG11_#119_31.3418504864997cM_38031
LG11_#75_43.4139735512636cM_42934,LG11_#107_29.7693915906816cM_8836
LG11_#78_44.848504536452cM_31368,*
LG11_#77_44.848504436452cM_16281,*
LG11_#80_44.848504736452cM_33234,*
LG11_#79_44.848504636452cM_19257,*
LG11_#82_44.848504936452cM_5840,*
LG11_#81_44.848504836452cM_8030,*
LG11_#83_44.848505036452cM_31971,*
LG11_#84_44.848505136452cM_43386,*
LG11_#85_44.848505236452cM_23005,*
LG11_#87_45.5567598942478cM_6503,*
LG11_#86_44.848505336452cM_12837,*
LG11_#89_46.6434278554999cM_44513,LG11_#125_32.1317137400246cM_34657
LG11_#88_45.5567599942479cM_1327,*
LG11_#90_47.7610898404046cM_10091,*
LG11_#91_49.5756793423772cM_5385,*
LG11_#94_50.1902149231445cM_14153,LG11_#123_32.1317135400246cM_19471
LG11_#93_50.1902148231445cM_34543,LG11_#124_32.1317136400246cM_14895
LG11_#95_51.9129607491184cM_41304,LG11_#127_33.4081127306772cM_2539
LG11_#92_50.1902147231445cM_15481,*
LG11_#96_51.9129608491184cM_40896,LG11_#128_33.4081128306772cM_33424
LG11_#98_54.635321350293cM_28414,LG11_#122_31.8705004942491cM_50430
LG11_#97_51.9129609491184cM_31763,*
LG11_#100_54.635321550293cM_15499,LG11_#126_32.1317138400246cM_7893
LG11_#102_57.7095725980913cM_4311,LG11_#133_35.0659796596137cM_20104
LG11_#103_58.4373414061946cM_26995,LG11_#136_35.8597134712711cM_22137
LG11_#101_56.6895735675129cM_42173,*
LG11_#99_54.635321450293cM_40558,*
LG11_#105_58.4373416061946cM_37358,LG11_#142_38.3924119416622cM_50938
LG11_#107_58.9886662677225cM_41321,LG11_#139_37.1007740420914cM_9877
LG11_#106_58.4373417061946cM_20962,LG11_#132_35.0659795596137cM_45632
LG11_#109_63.5873323722523cM_29439,LG11_#152_46.7395538947303cM_12805
LG11_#108_59.8542288077471cM_26297,*
LG11_#110_63.5873324722523cM_39502,LG11_#150_46.4688671110277cM_5573
LG11_#104_58.4373415061946cM_38096,*
LG11_#112_63.5873326722523cM_23708,LG11_#148_46.1511739002925cM_33626
LG11_#113_63.5873327722523cM_31824,LG11_#146_45.8651371707431cM_48898
LG11_#111_63.5873325722523cM_3255,*
LG11_#114_63.5873328722523cM_10820,LG11_#149_46.4688670110277cM_1947
LG11_#116_64.2718430707787cM_11971,LG11_#153_47.280969927434cM_18345
LG11_#115_64.2718429707786cM_37381,LG11_#155_47.280970127434cM_38340
LG11_#117_65.0034958759683cM_6843,LG11_#156_47.5348716079263cM_26459
LG11_#119_68.2885324166978cM_27554,LG11_#159_48.8217707649141cM_19409
LG11_#118_67.1347878123137cM_41121,*
LG11_#122_69.690924914029cM_41149,LG11_#174_51.6758933354782cM_40969
LG11_#123_69.690925014029cM_2493,LG11_#166_50.8942825110077cM_35169
LG11_#124_70.3960088414049cM_28495,*
LG11_#125_71.1009365283608cM_13716,LG11_#167_50.8942826110077cM_31367
LG11_#120_68.2885325166978cM_11638,*
LG11_#126_71.1009366283609cM_15394,LG11_#170_50.8942829110077cM_4325
LG11_#127_71.1009367283609cM_12574,LG11_#163_50.5999150746013cM_21632
LG11_#121_69.690924814029cM_24866,*
LG11_#129_72.5056421440708cM_43416,LG11_#178_52.1998739176585cM_29944
LG11_#128_71.8070139642472cM_45072,*
LG11_#131_74.34064745006cM_43143,LG11_#183_53.5214191786576cM_28678
LG11_#132_75.0837458807805cM_42841,*
LG11_#134_80.0577491806147cM_15746,*
LG11_#130_73.9610098713202cM_15290,*
LG11_#135_82.5911212765934cM_13691,LG11_#192_55.9189720280279cM_39532
LG11_#133_76.6402432565919cM_11577,*
LG11_#136_83.2680530858742cM_28645,LG11_#191_55.9189719280279cM_52575
LG11_#137_83.2680531858742cM_4647,*
LG11_#139_83.2680533858742cM_2449,*
LG11_#140_83.2680534858742cM_22189,*
LG11_#138_83.2680532858742cM_1414,*
LG11_#142_83.2680536858742cM_22702,*
LG11_#144_83.9711805050959cM_27630,LG11_#205_57.4805864345142cM_44909
LG11_#141_83.2680535858742cM_20242,*
LG11_#145_83.971180605096cM_22948,LG11_#199_56.9582262858146cM_36088
LG11_#146_84.6662899401238cM_37057,LG11_#196_56.9582259858146cM_40288
LG11_#143_83.9711804050959cM_21852,*
LG11_#147_84.6662900401238cM_4050,*
LG11_#148_85.3635108443227cM_43089,*
LG11_#150_86.7710892662246cM_40205,*
LG11_#152_87.4813837720796cM_32790,LG11_#209_57.7385162034883cM_27490
LG11_#149_86.0714193856857cM_20549,*
LG11_#154_87.4813839720796cM_12526,LG11_#218_58.78760513767cM_25899
LG11_#155_87.4813840720796cM_33933,LG11_#207_57.4805866345142cM_41443
LG11_#151_86.7710932367575cM_20253,*
LG11_#153_87.4813838720796cM_23459,*
LG11_#158_87.4813843720796cM_14455,*
LG11_#156_87.4813841720796cM_34789,*
LG11_#159_89.6346784867038cM_35373,*
LG11_#161_89.6346786867038cM_41459,LG11_#233_60.3548762427726cM_40690
LG11_#162_89.6346787867038cM_8099,LG11_#237_60.8822889218739cM_5710
LG11_#163_89.6346788867038cM_1685,*
